"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"P16520-1","reviewed","GNB3","","F5GZN8-1"
"Q8NCJ5-1","reviewed","SPRYD3","Q8NCJ5-1","B7Z1Y3-1"
"Q8NCJ5-1","reviewed","SPRYD3","","H0YI85-1"
"Q8NCJ5-1","reviewed","SPRYD3","","F8VWW7-1"
"Q9Y294-1","reviewed","ASF1A","Q9Y294-1",""
"Q9Y295-1","reviewed","DRG1","Q9Y295-1","H0YI06-1"
"Q9Y295-1","reviewed","DRG1","","F8WEE0-1"
"Q9BR09-1","reviewed","NEURL2","Q9BR09-1","H0YGA6-1"
"Q12815-1","reviewed","TROAP","Q12815-1","F8W1E3-1"
"Q12815-1","reviewed","TROAP","Q12815-2","F8VR46-1"
"Q12815-1","reviewed","TROAP","Q12815-3","B7Z5Q9-1"
"Q12815-1","reviewed","TROAP","","F8VXV6-1"
"Q12815-1","reviewed","TROAP","","F8W1U0-1"
"Q12815-1","reviewed","TROAP","","F8VVX4-1"
"Q12815-1","reviewed","TROAP","","F8VXF3-1"
"Q12815-1","reviewed","TROAP","","F8W052-1"
"Q12815-1","reviewed","TROAP","","F8VVS4-1"
"Q12815-1","reviewed","TROAP","","F8VVT5-1"
"Q12815-1","reviewed","TROAP","","F8W130-1"
"Q6ICB4-1","reviewed","PHETA2","Q6ICB4-1","B1AHR3-1"
"Q6ICB0-1","reviewed","DESI1","Q6ICB0-1",""
"P35070-1","reviewed","BTC","P35070-1","H0Y8Q5-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-1","A0A0U1RRC1-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-2","A0A1B0GWE0-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-3","A0A1B0GVW2-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-4","A0A0U1RQG7-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-5","A0A0U1RR97-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-6","A0A1B0GUE9-1"
"Q96N67-1","reviewed","DOCK7","Q96N67-7","A0A0U1RQJ5-1"
"Q96N67-1","reviewed","DOCK7","","A0A0C4DGY6-1"
"Q96N67-1","reviewed","DOCK7","","A0A0U1RQT6-1"
"Q9BTE0-1","reviewed","NAT9","Q9BTE0-1","J3QRC3-1"
"Q9BTE0-1","reviewed","NAT9","Q9BTE0-2","J3QLF4-1"
"Q9BTE0-1","reviewed","NAT9","","J3KT72-1"
"Q9BTE0-1","reviewed","NAT9","","J3KRQ7-1"
"Q9BTE0-1","reviewed","NAT9","","J3QS35-1"
"Q9BTE0-1","reviewed","NAT9","","J3QRL7-1"
"Q9BTE0-1","reviewed","NAT9","","J3QL33-1"
"Q9BTE0-1","reviewed","NAT9","","J3QQR6-1"
"Q9BTE0-1","reviewed","NAT9","","J3QQJ2-1"
"Q9BTE0-1","reviewed","NAT9","","J3QSG9-1"
"Q9BTE0-1","reviewed","NAT9","","J3QQP3-1"
"Q9BTE0-1","reviewed","NAT9","","J3KSE9-1"
"Q96CX6-1","reviewed","LRRC58","Q96CX6-1",""
"Q8NC74-1","reviewed","RBBP8NL","Q8NC74-1",""
"Q9P2U8-1","reviewed","SLC17A6","Q9P2U8-1",""
"O75420-1","reviewed","GIGYF1","O75420-1",""
"O75425-1","reviewed","MOSPD3","O75425-1","F8WF07-1"
"O75425-1","reviewed","MOSPD3","O75425-2","C9J3M4-1"
"O75425-1","reviewed","MOSPD3","O75425-3",""
"O75425-1","reviewed","MOSPD3","O75425-4",""
"O75427-1","reviewed","LRCH4","O75427-1","C9JYK0-1"
"O75427-1","reviewed","LRCH4","","A0A087X197-1"
"O75427-1","reviewed","LRCH4","","H7C5D9-1"
"O75426-1","reviewed","FBXO24","O75426-2","C9J4S8-1"
"O75426-1","reviewed","FBXO24","O75426-3","F8WC52-1"
"O75426-1","reviewed","FBXO24","O75426-4","C9K0U2-1"
"O75426-1","reviewed","FBXO24","O75426-1",""
"Q5VU57-1","reviewed","AGBL4","Q5VU57-1","F8VWL7-1"
"Q5VU57-1","reviewed","AGBL4","Q5VU57-2","H0Y5X4-1"
"Q5VU57-1","reviewed","AGBL4","","B1AMW3-1"
"Q5VU57-1","reviewed","AGBL4","","B1ANV5-1"
"Q8NBH2-1","reviewed","KY","Q8NBH2-1","B4DGA7-1"
"Q8NBH2-1","reviewed","KY","Q8NBH2-2",""
"Q8NBH2-1","reviewed","KY","Q8NBH2-3",""
"Q8NBH2-1","reviewed","KY","Q8NBH2-4",""
"P17693-1","reviewed","HLA-G","P17693-2","Q31611-1"
"P17693-1","reviewed","HLA-G","P17693-3","Q5RJ85-1"
"P17693-1","reviewed","HLA-G","P17693-4","A0A0G2JNX1-1"
"P17693-1","reviewed","HLA-G","P17693-5","A0A0G2JPQ3-1"
"P17693-1","reviewed","HLA-G","P17693-6","Q8MH48-1"
"P17693-1","reviewed","HLA-G","P17693-7",""
"P17693-1","reviewed","HLA-G","P17693-1",""
"O00507-1","reviewed","USP9Y","O00507-2","H7C2M9-1"
"O00507-1","reviewed","USP9Y","O00507-1",""
"O00505-1","reviewed","KPNA3","O00505-1","H0Y4S9-1"
"O00501-1","reviewed","CLDN5","O00501-1","D3DX19-1"
"P20132-1","reviewed","SDS","P20132-1","F8VXS0-1"
"P20132-1","reviewed","SDS","","F8VW93-1"
"Q8N9C0-1","reviewed","IGSF22","Q8N9C0-1",""
"Q8N9C0-1","reviewed","IGSF22","Q8N9C0-2",""
"Q14849-1","reviewed","STARD3","Q14849-1","J3KT87-1"
"Q14849-1","reviewed","STARD3","Q14849-2","J3QLM1-1"
"Q14849-1","reviewed","STARD3","Q14849-3","C9J555-1"
"Q14849-1","reviewed","STARD3","","J3QS10-1"
"Q14849-1","reviewed","STARD3","","J3QLS1-1"
"Q14849-1","reviewed","STARD3","","J3KSL3-1"
"Q14849-1","reviewed","STARD3","","J3QRG8-1"
"Q14849-1","reviewed","STARD3","","J3KSH0-1"
"Q14849-1","reviewed","STARD3","","J3QLA7-1"
"Q14849-1","reviewed","STARD3","","J3QRM3-1"
"Q99611-1","reviewed","SEPHS2","Q99611-1",""
"Q8IYD2-1","reviewed","KLHDC8A","Q8IYD2-1","U3KQC2-1"
"Q8IYD2-1","reviewed","KLHDC8A","","U3KPX9-1"
"Q8IYD2-1","reviewed","KLHDC8A","","U3KQH1-1"
"Q8IYD2-1","reviewed","KLHDC8A","","U3KQK4-1"
"Q8IYD2-1","reviewed","KLHDC8A","","U3KPW1-1"
"Q8IYD2-1","reviewed","KLHDC8A","","U3KQI4-1"
"Q8IYD1-1","reviewed","GSPT2","Q8IYD1-1",""
"O75398-1","reviewed","DEAF1","O75398-3","A0A0J9YWD6-1"
"O75398-1","reviewed","DEAF1","O75398-4","A0A0J9YX80-1"
"O75398-1","reviewed","DEAF1","O75398-5","H0YCY2-1"
"O75398-1","reviewed","DEAF1","O75398-1","H0YCH1-1"
"O75398-1","reviewed","DEAF1","","A0A0J9YXA4-1"
"Q6IPW1-1","reviewed","C11orf71","Q6IPW1-1",""
"Q6IPW1-1","reviewed","C11orf71","Q6IPW1-2",""
"Q8IYD9-1","reviewed","LAS2","Q8IYD9-2","J3KS56-1"
"Q8IYD9-1","reviewed","LAS2","Q8IYD9-1","I7HAS0-1"
"Q8IYD9-1","reviewed","LAS2","","J3KRX3-1"
"O75390-1","reviewed","CS","O75390-1","F8VTT8-1"
"O75390-1","reviewed","CS","","F8VWQ5-1"
"O75390-1","reviewed","CS","","B4DJV2-1"
"O75390-1","reviewed","CS","","F8VPA1-1"
"O75390-1","reviewed","CS","","F8VVY4-1"
"O75390-1","reviewed","CS","","F8W4S1-1"
"O75390-1","reviewed","CS","","F8W1S4-1"
"O75390-1","reviewed","CS","","F8W642-1"
"O75390-1","reviewed","CS","","F8VX07-1"
"O75390-1","reviewed","CS","","A0A0C4DGI3-1"
"O75390-1","reviewed","CS","","H0YIC4-1"
"O75390-1","reviewed","CS","","F8VU34-1"
"O75390-1","reviewed","CS","","F8VR34-1"
"O75390-1","reviewed","CS","","F8VRP1-1"
"O75390-1","reviewed","CS","","F8VRI6-1"
"O75390-1","reviewed","CS","","F8VPF9-1"
"O75390-1","reviewed","CS","","F8VZK9-1"
"O75390-1","reviewed","CS","","H0YH82-1"
"O75390-1","reviewed","CS","","F8VX68-1"
"O75390-1","reviewed","CS","","F8W0J2-1"
"O95125-1","reviewed","ZNF202","O95125-2","E9PJL4-1"
"O95125-1","reviewed","ZNF202","O95125-1","E9PM99-1"
"O95125-1","reviewed","ZNF202","","A0A1D5RMT9-1"
"O75396-1","reviewed","SEC22B","O75396-1","A0A087X1A9-1"
"O75394-1","reviewed","MRPL33","O75394-1","F8WF37-1"
"O75394-1","reviewed","MRPL33","O75394-2",""
"Q8IVD9-1","reviewed","NUDCD3","Q8IVD9-1",""
"P62888-1","reviewed","RPL30","P62888-1","E5RI99-1"
"P62888-1","reviewed","RPL30","","A0A0C4DH44-1"
"P62888-1","reviewed","RPL30","","E5RJH3-1"
"P62888-1","reviewed","RPL30","","A0A0B4J213-1"
"Q8N328-1","reviewed","PGBD3","Q8N328-1",""
"Q8N326-1","reviewed","C10orf111","Q8N326-1",""
"Q66K89-1","reviewed","E4F1","Q66K89-1","H3BQZ4-1"
"Q66K89-1","reviewed","E4F1","","H3BUJ7-1"
"Q66K89-1","reviewed","E4F1","","H3BSL4-1"
"Q66K89-1","reviewed","E4F1","","H3BN24-1"
"Q66K80-1","reviewed","RUSC1-AS1","Q66K80-1",""
"Q66K80-1","reviewed","RUSC1-AS1","Q66K80-2",""
"Q9BSD7-1","reviewed","NTPCR","Q9BSD7-1","Q5TDF0-1"
"Q9BSD3-1","reviewed","RHNO1","Q9BSD3-1","F5H7S2-1"
"Q9BSD3-1","reviewed","RHNO1","Q9BSD3-2","F5H795-1"
"Q9BSD3-1","reviewed","RHNO1","","F5H580-1"
"Q9BSD3-1","reviewed","RHNO1","","F5H0U1-1"
"P68543-1","reviewed","UBXN2A","P68543-1",""
"P68543-1","reviewed","UBXN2A","P68543-2",""
"P0CG08-1","reviewed","GPR89B","P0CG08-1","A0A087WW78-1"
"P0CG08-1","reviewed","GPR89B","","U3KPV2-1"
"P0CG08-1","reviewed","GPR89B","","A0A087WW82-1"
"Q9UI08-1","reviewed","EVL","Q9UI08-2","H0YJL6-1"
"Q9UI08-1","reviewed","EVL","Q9UI08-3","G3V5F7-1"
"Q9UI08-1","reviewed","EVL","Q9UI08-4","G3V3G2-1"
"Q9UI08-1","reviewed","EVL","Q9UI08-5","G3V2K5-1"
"Q9UI08-1","reviewed","EVL","Q9UI08-1","G3V535-1"
"Q9UI08-1","reviewed","EVL","","A0A087WYI2-1"
"Q9UI08-1","reviewed","EVL","","H0YJN0-1"
"Q9UI08-1","reviewed","EVL","","G3V314-1"
"P08235-1","reviewed","NR3C2","P08235-1","B0ZBF8-1"
"P08235-1","reviewed","NR3C2","P08235-2","B0ZBF6-1"
"P08235-1","reviewed","NR3C2","P08235-3","A0A0D9SFL9-1"
"P08235-1","reviewed","NR3C2","P08235-4",""
"Q9UJ78-4","reviewed","ZMYM5","Q9UJ78-1",""
"Q9UJ78-4","reviewed","ZMYM5","Q9UJ78-2",""
"Q9UJ78-4","reviewed","ZMYM5","Q9UJ78-3",""
"Q9UJ78-4","reviewed","ZMYM5","Q9UJ78-4",""
"Q9UJ78-4","reviewed","ZMYM5","Q9UJ78-5",""
"P24903-1","reviewed","CYP2F1","P24903-1","H0YGI9-1"
"P24903-1","reviewed","CYP2F1","P24903-2","A0A075B795-1"
"Q9UKB3-1","reviewed","DNAJC12","Q9UKB3-1","S4R368-1"
"Q9UKB3-1","reviewed","DNAJC12","Q9UKB3-2","S4R3W0-1"
"Q9UKB3-1","reviewed","DNAJC12","","S4R3E2-1"
"Q9HCQ5-1","reviewed","GALNT9","Q9HCQ5-1","F5H557-1"
"Q9HCQ5-1","reviewed","GALNT9","Q9HCQ5-2","J3KNN1-1"
"Q9HCQ5-1","reviewed","GALNT9","","F5H317-1"
"Q9HCQ5-1","reviewed","GALNT9","","H3BM10-1"
"A2RUS2-1","reviewed","DENND3","A2RUS2-2","E5RI43-1"
"A2RUS2-1","reviewed","DENND3","A2RUS2-3","E5RHH2-1"
"A2RUS2-1","reviewed","DENND3","A2RUS2-4","E5RIR7-1"
"A2RUS2-1","reviewed","DENND3","A2RUS2-1","H0YAW2-1"
"A2RUS2-1","reviewed","DENND3","","H0YBK9-1"
"A2RUS2-1","reviewed","DENND3","","H0YAY3-1"
"A2RUS2-1","reviewed","DENND3","","E5RJ42-1"
"A2RUS2-1","reviewed","DENND3","","E5RH95-1"
"A2RUS2-1","reviewed","DENND3","","H0YBH5-1"
"A2RUS2-1","reviewed","DENND3","","E9PF32-1"
"A2RUS2-1","reviewed","DENND3","","B3KRG7-1"
"Q14847-1","reviewed","LASP1","Q14847-2","J3KSN1-1"
"Q14847-1","reviewed","LASP1","Q14847-3","F6S2S5-1"
"Q14847-1","reviewed","LASP1","Q14847-1","C9J9W2-1"
"Q14847-1","reviewed","LASP1","","K7ESD6-1"
"Q14002-1","reviewed","CEACAM7","Q14002-1","A0A0A0MTT6-1"
"Q14002-1","reviewed","CEACAM7","Q14002-2","A0A0G2JRA8-1"
"Q14003-1","reviewed","KCNC3","Q14003-1","E7ETH1-1"
"Q14003-1","reviewed","KCNC3","","E9PQY4-1"
"Q14004-1","reviewed","CDK13","Q14004-2","Q9BVE2-1"
"Q14004-1","reviewed","CDK13","Q14004-1","A0A087X209-1"
"Q14004-1","reviewed","CDK13","","A0A2R8Y4Z0-1"
"Q14004-1","reviewed","CDK13","","A0A2R8Y644-1"
"Q14004-1","reviewed","CDK13","","A0A2R8Y7W5-1"
"Q14004-1","reviewed","CDK13","","A0A2R8Y7Y0-1"
"Q14004-1","reviewed","CDK13","","A0A2R8YCQ1-1"
"Q14004-1","reviewed","CDK13","","A0A2R8YD28-1"
"Q14004-1","reviewed","CDK13","","A0A2R8YEB7-1"
"Q14004-1","reviewed","CDK13","","A0A2R8YF61-1"
"Q14004-1","reviewed","CDK13","","A0A2R8YFE7-1"
"Q14005-1","reviewed","IL16","Q14005-2","H0YKB7-1"
"Q14005-1","reviewed","IL16","Q14005-3","H3BT15-1"
"Q14005-1","reviewed","IL16","Q14005-4","H0YLB1-1"
"Q14005-1","reviewed","IL16","Q14005-1","H0YLH9-1"
"Q14005-1","reviewed","IL16","","H3BN12-1"
"Q14005-1","reviewed","IL16","","H0YLL1-1"
"Q9H3P7-1","reviewed","ACBD3","Q9H3P7-1",""
"Q5VVM6-1","reviewed","CCDC30","Q5VVM6-1","D6RFH8-1"
"Q5VVM6-1","reviewed","CCDC30","Q5VVM6-2","A0A2U3TZI4-1"
"Q5VVM6-1","reviewed","CCDC30","","F6UBW0-1"
"Q9Y4K0-1","reviewed","LOXL2","Q9Y4K0-1","H0YAR1-1"
"Q9Y4K0-1","reviewed","LOXL2","","R4GMS2-1"
"Q9Y4K0-1","reviewed","LOXL2","","E5RFY0-1"
"Q9Y4K0-1","reviewed","LOXL2","","E5RJL2-1"
"Q9Y4K0-1","reviewed","LOXL2","","H0YAP6-1"
"Q9Y4K0-1","reviewed","LOXL2","","E5RFE2-1"
"Q9Y4K0-1","reviewed","LOXL2","","E5RHH3-1"
"Q9Y4K0-1","reviewed","LOXL2","","E5RI22-1"
"Q9BUV8-1","reviewed","RAB5IF","Q9BUV8-1","A0A1W2PS95-1"
"Q9BUV8-1","reviewed","RAB5IF","Q9BUV8-2",""
"Q9BUV8-1","reviewed","RAB5IF","Q9BUV8-3",""
"Q9BUV8-1","reviewed","RAB5IF","Q9BUV8-4",""
"Q9BUV8-1","reviewed","RAB5IF","Q9BUV8-5",""
"Q107X0-1","reviewed","KLKP1","Q107X0-1",""
"Q9NUT2-1","reviewed","ABCB8","Q9NUT2-1","C9JTY4-1"
"Q9NUT2-1","reviewed","ABCB8","Q9NUT2-2","C9JYI3-1"
"Q9NUT2-1","reviewed","ABCB8","Q9NUT2-3","F8WC43-1"
"Q9NUT2-1","reviewed","ABCB8","Q9NUT2-4","H7C5K9-1"
"Q9NUT2-1","reviewed","ABCB8","Q9NUT2-5","F2Z2Z1-1"
"Q9NUT2-1","reviewed","ABCB8","","F2Z3G8-1"
"Q9NUT2-1","reviewed","ABCB8","","C9JA03-1"
"O15480-1","reviewed","MAGEB3","O15480-1",""
"Q9BUV0-1","reviewed","RSRP1","Q9BUV0-2","H3BTJ0-1"
"Q9BUV0-1","reviewed","RSRP1","Q9BUV0-3","H3BVB7-1"
"Q9BUV0-1","reviewed","RSRP1","Q9BUV0-1","H3BMN1-1"
"Q9BUV0-1","reviewed","RSRP1","","H3BT33-1"
"Q9BUV0-1","reviewed","RSRP1","","H3BMX3-1"
"Q9BUV0-1","reviewed","RSRP1","","H3BP33-1"
"P49407-1","reviewed","ARRB1","P49407-1","H0YDS1-1"
"P49407-1","reviewed","ARRB1","P49407-2","H0YD81-1"
"P49407-1","reviewed","ARRB1","","H0YET9-1"
"P49407-1","reviewed","ARRB1","","E9PM35-1"
"P49407-1","reviewed","ARRB1","","H0YEQ2-1"
"P0DL12-1","reviewed","SMIM17","P0DL12-1","M0R1N7-1"
"Q8IZJ3-1","reviewed","CPAMD8","Q8IZJ3-2","M0R3G7-1"
"Q8IZJ3-1","reviewed","CPAMD8","Q8IZJ3-1","F8W7D1-1"
"Q8IZJ3-1","reviewed","CPAMD8","","M0R0Z5-1"
"Q8IZJ3-1","reviewed","CPAMD8","","M0QXH3-1"
"Q8IZJ3-1","reviewed","CPAMD8","","A0A494C0S9-1"
"Q8IZJ0-1","reviewed","IFNL2","Q8IZJ0-1",""
"Q8IZJ1-1","reviewed","UNC5B","Q8IZJ1-2",""
"Q8IZJ1-1","reviewed","UNC5B","Q8IZJ1-1",""
"Q8IZJ6-1","reviewed","TDH","Q8IZJ6-1",""
"Q8IZJ6-1","reviewed","TDH","Q8IZJ6-2",""
"Q8IZJ6-1","reviewed","TDH","Q8IZJ6-3",""
"A0A087WZV9-1","unreviewed","","","A0A087WZV9-1"
"Q8IZJ4-1","reviewed","RGL4","Q8IZJ4-1","H7C063-1"
"Q8IZJ4-1","reviewed","RGL4","Q8IZJ4-2","E9PH21-1"
"Q8IZJ4-1","reviewed","RGL4","","A0A087WWL2-1"
"Q8IZJ4-1","reviewed","RGL4","","B5MCW5-1"
"Q8IZJ4-1","reviewed","RGL4","","A0A087X1Z6-1"
"Q8IZJ4-1","reviewed","RGL4","","E7EPT8-1"
"P56937-1","reviewed","HSD17B7","P56937-2","F2Z2C2-1"
"P56937-1","reviewed","HSD17B7","P56937-3","V9GYN3-1"
"P56937-1","reviewed","HSD17B7","P56937-1","Q5T248-1"
"P56937-1","reviewed","HSD17B7","","Q5T249-1"
"Q5M9N0-1","reviewed","CCDC158","Q5M9N0-1",""
"Q5M9N0-1","reviewed","CCDC158","Q5M9N0-2",""
"Q5M9N0-1","reviewed","CCDC158","Q5M9N0-3",""
"Q00975-1","reviewed","CACNA1B","Q00975-1","E9PDR3-1"
"Q00975-1","reviewed","CACNA1B","Q00975-2","B1AQK7-1"
"Q00975-1","reviewed","CACNA1B","","B1AQK6-1"
"Q00975-1","reviewed","CACNA1B","","F6RH32-1"
"Q00975-1","reviewed","CACNA1B","","H0Y7I8-1"
"Q00973-1","reviewed","B4GALNT1","Q00973-1","H0YHT1-1"
"Q00973-1","reviewed","B4GALNT1","Q00973-2","F8VU35-1"
"Q00973-1","reviewed","B4GALNT1","Q00973-3","H0YI57-1"
"Q00973-1","reviewed","B4GALNT1","","F8W1A7-1"
"Q00973-1","reviewed","B4GALNT1","","F8VR44-1"
"Q00973-1","reviewed","B4GALNT1","","F8VW33-1"
"Q00973-1","reviewed","B4GALNT1","","F8VSE0-1"
"Q00973-1","reviewed","B4GALNT1","","B4DSP5-1"
"Q00978-1","reviewed","IRF9","Q00978-1","H0YMB0-1"
"Q00978-1","reviewed","IRF9","","H0YNM9-1"
"Q00978-1","reviewed","IRF9","","H7BXP4-1"
"Q00978-1","reviewed","IRF9","","H0YNP4-1"
"Q00978-1","reviewed","IRF9","","H0YMB6-1"
"Q7Z713-1","reviewed","ANKRD37","Q7Z713-1","D6RFF5-1"
"P22888-1","reviewed","LHCGR","P22888-1","E7EQB5-1"
"P22888-1","reviewed","LHCGR","P22888-2","E7ENI1-1"
"P22888-1","reviewed","LHCGR","","E7ESK4-1"
"P22888-1","reviewed","LHCGR","","H7C226-1"
"Q9NYL5-1","reviewed","CYP39A1","Q9NYL5-1","A0A087WTD2-1"
"Q9NYL4-1","reviewed","FKBP11","Q9NYL4-2","F8VXK0-1"
"Q9NYL4-1","reviewed","FKBP11","Q9NYL4-1","E9PAR0-1"
"Q9NYL4-1","reviewed","FKBP11","","J3KN11-1"
"Q9NYL4-1","reviewed","FKBP11","","F8VU90-1"
"Q9NYL4-1","reviewed","FKBP11","","H0YHM7-1"
"J3QLK7-1","unreviewed","OSBPL7","","J3QLK7-1"
"J3QLK7-1","unreviewed","OSBPL7","","J3QSC2-1"
"Q9Y316-1","reviewed","MEMO1","Q9Y316-1","B5MCI6-1"
"Q9Y316-1","reviewed","MEMO1","Q9Y316-2","C9JSD7-1"
"Q9Y316-1","reviewed","MEMO1","Q9Y316-3",""
"A0A0J9YWP8-1","reviewed","TRBJ1-3","A0A0J9YWP8-1",""
"Q6TDP4-1","reviewed","KLHL17","Q6TDP4-1","Q0VGE6-1"
"Q6TDP4-1","reviewed","KLHL17","","J3QLT4-1"
"P62273-1","reviewed","RPS29","P62273-1","A0A087WTT6-1"
"P62273-1","reviewed","RPS29","P62273-2","A0A2R8Y6P7-1"
"P62273-1","reviewed","RPS29","","A0A2R8Y851-1"
"Q6ZS52-1","reviewed","","Q6ZS52-1",""
"Q9ULQ1-1","reviewed","TPCN1","Q9ULQ1-1","H0YHX1-1"
"Q9ULQ1-1","reviewed","TPCN1","Q9ULQ1-2","F8VS97-1"
"Q9ULQ1-1","reviewed","TPCN1","Q9ULQ1-3","B7Z3R2-1"
"Q9ULQ1-1","reviewed","TPCN1","","H0YIK4-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8VZZ6-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8VV93-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8VR74-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8W1G4-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8W1L6-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8VVY9-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8W0P9-1"
"Q9ULQ1-1","reviewed","TPCN1","","F8W0K7-1"
"Q96NS1-1","reviewed","YPEL4","Q96NS1-1","E9PNP5-1"
"Q96NS1-1","reviewed","YPEL4","","E9PRC4-1"
"Q9NV23-1","reviewed","OLAH","Q9NV23-2","Q5VUC1-1"
"Q9NV23-1","reviewed","OLAH","Q9NV23-1","Q5VUC0-1"
"Q9NV23-1","reviewed","OLAH","","Q5VUB9-1"
"Q9NV23-1","reviewed","OLAH","","Q5VUB8-1"
"Q96RJ3-1","reviewed","TNFRSF13C","Q96RJ3-1",""
"Q96RJ3-1","reviewed","TNFRSF13C","Q96RJ3-2",""
"Q9NV29-1","reviewed","TMEM100","Q9NV29-1","A0A0A0MTR3-1"
"Q96RA2-1","reviewed","OR7D2","Q96RA2-1",""
"Q2M238-1","reviewed","RRN3P1","Q2M238-1",""
"Q86UA6-1","reviewed","RPAIN","Q86UA6-1","A0A0A0MSE7-1"
"Q86UA6-1","reviewed","RPAIN","Q86UA6-2","A0A0A0MR35-1"
"Q86UA6-1","reviewed","RPAIN","Q86UA6-3","B3KTT3-1"
"Q86UA6-1","reviewed","RPAIN","Q86UA6-4","F5H3Q7-1"
"Q86UA6-1","reviewed","RPAIN","Q86UA6-5",""
"Q86UA6-1","reviewed","RPAIN","Q86UA6-6",""
"Q86UA6-1","reviewed","RPAIN","Q86UA6-7",""
"Q86UA6-1","reviewed","RPAIN","Q86UA6-8",""
"Q86UA6-1","reviewed","RPAIN","Q86UA6-9",""
"Q86UA1-1","reviewed","PRPF39","Q86UA1-1","H0YJR1-1"
"Q86UA1-1","reviewed","PRPF39","Q86UA1-2","G3V5M7-1"
"Q86UA1-1","reviewed","PRPF39","","H0YJY9-1"
"Q86UA1-1","reviewed","PRPF39","","F8WB90-1"
"Q8N543-1","reviewed","OGFOD1","Q8N543-1","A0A0A0MTR2-1"
"Q8N543-1","reviewed","OGFOD1","Q8N543-2","H3BP48-1"
"Q8N543-1","reviewed","OGFOD1","","H3BR79-1"
"Q8N543-1","reviewed","OGFOD1","","J3KNR5-1"
"Q8N543-1","reviewed","OGFOD1","","H3BUA6-1"
"Q8N543-1","reviewed","OGFOD1","","H3BR02-1"
"Q6ZVH7-1","reviewed","ESPNL","Q6ZVH7-2","C9J6L8-1"
"Q6ZVH7-1","reviewed","ESPNL","Q6ZVH7-3","A0A087WVF0-1"
"Q6ZVH7-1","reviewed","ESPNL","Q6ZVH7-1",""
"Q6ZVH6-1","reviewed","","Q6ZVH6-1",""
"Q14155-4","reviewed","ARHGEF7","Q14155-1",""
"Q14155-4","reviewed","ARHGEF7","Q14155-2",""
"Q14155-4","reviewed","ARHGEF7","Q14155-3",""
"Q14155-4","reviewed","ARHGEF7","Q14155-4",""
"Q14155-4","reviewed","ARHGEF7","Q14155-5",""
"Q14155-4","reviewed","ARHGEF7","Q14155-6",""
"O60284-1","reviewed","ST18","O60284-1","E5RID0-1"
"O60284-1","reviewed","ST18","","E5RFE8-1"
"O60284-1","reviewed","ST18","","E5RHY1-1"
"O60284-1","reviewed","ST18","","E5RHS3-1"
"O60284-1","reviewed","ST18","","E5RK88-1"
"Q7RTU9-1","reviewed","STRC","Q7RTU9-1","E9PBT5-1"
"Q7RTU9-1","reviewed","STRC","","H7C2Q6-1"
"Q7RTU9-1","reviewed","STRC","","H7C0F7-1"
"Q7RTU9-1","reviewed","STRC","","F5GXA4-1"
"Q7RTU9-1","reviewed","STRC","","E7EPM8-1"
"Q7RTU3-1","reviewed","OLIG3","Q7RTU3-1",""
"Q7RTU1-1","reviewed","TCF23","Q7RTU1-1",""
"Q7RTU0-1","reviewed","TCF24","Q7RTU0-1",""
"Q7RTU7-1","reviewed","SCX","Q7RTU7-1",""
"Q7RTU5-1","reviewed","ASCL5","Q7RTU5-1","M0R2M9-1"
"Q7RTU4-1","reviewed","BHLHA9","Q7RTU4-1",""
"Q96CU9-1","reviewed","FOXRED1","Q96CU9-2","E9PP78-1"
"Q96CU9-1","reviewed","FOXRED1","Q96CU9-3","E9PNK9-1"
"Q96CU9-1","reviewed","FOXRED1","Q96CU9-1",""
"Q5K4E3-1","reviewed","PRSS36","Q5K4E3-2","I3L3A6-1"
"Q5K4E3-1","reviewed","PRSS36","Q5K4E3-3",""
"Q5K4E3-1","reviewed","PRSS36","Q5K4E3-1",""
"Q9H3M9-1","reviewed","ATXN3L","Q9H3M9-1","A0A087WVE5-1"
"P21452-1","reviewed","TACR2","P21452-1","A6NEW7-1"
"P21452-1","reviewed","TACR2","","A0A087WZ80-1"
"P0C7I6-2","reviewed","CCDC159","P0C7I6-2",""
"P0C7I6-2","reviewed","CCDC159","P0C7I6-6",""
"P0C7I6-2","reviewed","CCDC159","P0C7I6-7",""
"P0C7I6-2","reviewed","CCDC159","P0C7I6-8",""
"Q969I3-1","reviewed","GLYATL1","Q969I3-2","E9PR27-1"
"Q969I3-1","reviewed","GLYATL1","Q969I3-1","E9PP99-1"
"Q969I3-1","reviewed","GLYATL1","","E9PJV1-1"
"Q969I3-1","reviewed","GLYATL1","","E9PNJ8-1"
"Q969I3-1","reviewed","GLYATL1","","E9PP95-1"
